,contract_type_id,payment_type_id,internet_service_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type
2143,1,3,2,3074-GQWYX,Male,0,No,No,5,Yes,Yes,No,No,No,No,No,No,Yes,75.9,357.75,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2144,1,2,3,3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,113.5,No,None,Mailed check,Month-to-month
2145,3,3,3,3078-ZKNTS,Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.75,246.7,No,None,Bank transfer (automatic),Two year
2146,2,3,3,3079-BCHLN,Male,0,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,942.95,No,None,Bank transfer (automatic),One year
2147,1,4,1,3082-VQXNH,Male,0,Yes,No,3,No,No phone service,No,Yes,No,No,No,No,No,29.8,94.4,No,DSL,Credit card (automatic),Month-to-month
2148,2,2,3,3082-WQRVY,Male,1,Yes,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,228.65,No,None,Mailed check,One year
2149,3,3,1,3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,77.15,1759.4,No,DSL,Bank transfer (automatic),Two year
2150,3,3,1,3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,92.0,6474.4,No,DSL,Bank transfer (automatic),Two year
2151,1,2,1,3085-QUOZK,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,43.95,43.95,Yes,DSL,Mailed check,Month-to-month
2152,1,3,2,3086-RUCRN,Female,0,No,No,66,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,103.1,6595,No,Fiber optic,Bank transfer (automatic),Month-to-month
2153,3,4,3,3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.55,1336.1,No,None,Credit card (automatic),Two year
2154,1,3,2,3088-LHEFH,Female,0,No,No,11,Yes,Yes,Yes,No,No,No,No,No,Yes,79.0,929.3,No,Fiber optic,Bank transfer (automatic),Month-to-month
2155,3,4,2,3090-HAWSU,Male,0,No,No,61,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,111.6,6876.05,Yes,Fiber optic,Credit card (automatic),Two year
2156,1,3,1,3090-LETTY,Male,0,No,Yes,2,Yes,Yes,Yes,Yes,No,No,No,No,No,60.95,134.6,No,DSL,Bank transfer (automatic),Month-to-month
2157,1,4,3,3090-QFUVD,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,20.3,No,None,Credit card (automatic),Month-to-month
2158,1,1,1,3091-FYHKI,Male,0,No,No,1,No,No phone service,No,No,No,No,No,Yes,Yes,35.45,35.45,Yes,DSL,Electronic check,Month-to-month
2159,2,1,2,3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,No,No,No,87.4,5918.8,Yes,Fiber optic,Electronic check,One year
2160,1,2,2,3094-JOJAI,Male,0,No,No,18,Yes,Yes,No,No,No,No,No,No,No,74.15,1387,No,Fiber optic,Mailed check,Month-to-month
2161,1,1,2,3096-GKWEB,Male,0,Yes,No,18,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.75,1691.9,No,Fiber optic,Electronic check,Month-to-month
2162,1,3,2,3096-IZETN,Female,0,No,No,12,Yes,No,No,No,No,No,No,Yes,No,78.1,947.3,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2163,1,3,2,3096-JRDSO,Female,1,Yes,No,27,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,104.3,2867.75,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2164,2,4,2,3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,100.7,6018.65,No,Fiber optic,Credit card (automatic),One year
2165,3,3,2,3096-YXENJ,Female,0,Yes,No,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,107.65,7082.85,No,Fiber optic,Bank transfer (automatic),Two year
2166,3,2,3,3097-FQTVJ,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,810.3,No,None,Mailed check,Two year
2167,1,4,1,3097-IDVPU,Male,0,Yes,Yes,19,Yes,Yes,No,No,No,No,No,No,No,50.1,910.45,No,DSL,Credit card (automatic),Month-to-month
2168,1,4,1,3097-NNSPB,Female,0,No,No,2,Yes,No,No,Yes,No,No,No,No,Yes,49.05,91.1,Yes,DSL,Credit card (automatic),Month-to-month
2169,1,2,2,3097-NQYSN,Male,1,Yes,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,86.85,156.35,Yes,Fiber optic,Mailed check,Month-to-month
2170,1,1,3,3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,82.9,No,None,Electronic check,Month-to-month
2171,1,1,1,3099-OONVS,Male,0,Yes,Yes,25,Yes,No,Yes,No,No,Yes,No,No,No,54.3,1296.8,No,DSL,Electronic check,Month-to-month
2172,2,1,2,3104-OWCGK,Male,0,Yes,Yes,60,Yes,No,No,Yes,Yes,No,Yes,No,No,90.95,5453.4,Yes,Fiber optic,Electronic check,One year
2173,1,4,2,3106-ULWFW,Female,0,Yes,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,85.2,627.4,Yes,Fiber optic,Credit card (automatic),Month-to-month
2174,3,4,1,3108-PCCGG,Male,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,84.45,5899.85,No,DSL,Credit card (automatic),Two year
2175,1,2,1,3113-IWHLC,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,Yes,55.8,274.35,No,DSL,Mailed check,Month-to-month
2176,3,2,3,3115-CZMZD,Male,0,No,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25, ,No,None,Mailed check,Two year
2177,2,4,2,3115-JPJDD,Female,0,Yes,No,59,Yes,No,Yes,No,Yes,No,No,No,Yes,81.25,4639.45,No,Fiber optic,Credit card (automatic),One year
2178,3,4,3,3118-UHVVQ,Female,0,Yes,No,68,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.8,1911.5,No,None,Credit card (automatic),Two year
2179,3,3,3,3120-FAZKD,Male,0,Yes,Yes,54,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.05,1230.9,No,None,Bank transfer (automatic),Two year
2180,2,4,3,3125-RAHBV,Male,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,467.15,No,None,Credit card (automatic),One year
2181,1,4,1,3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,No,No,No,No,No,No,Yes,52.15,2583.75,No,DSL,Credit card (automatic),Month-to-month
2182,1,3,2,3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,No,Yes,79.15,4018.55,No,Fiber optic,Bank transfer (automatic),Month-to-month
2183,3,2,3,3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.6,485.9,No,None,Mailed check,Two year
2184,1,4,2,3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Yes,No,No,No,No,No,No,80.55,188.1,No,Fiber optic,Credit card (automatic),Month-to-month
2185,2,2,3,3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,294.5,No,None,Mailed check,One year
2186,1,1,1,3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,No,No,No,No,Yes,Yes,Yes,44.85,2572.95,Yes,DSL,Electronic check,Month-to-month
2187,3,4,2,3133-PZNSR,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,97.75,6991.6,No,Fiber optic,Credit card (automatic),Two year
2188,3,4,2,3134-DSHVC,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,98.0,6218.45,No,Fiber optic,Credit card (automatic),Two year
2189,1,2,1,3137-LUPIX,Female,0,No,No,4,Yes,Yes,No,No,No,Yes,Yes,No,Yes,64.4,253,No,DSL,Mailed check,Month-to-month
2190,2,2,1,3137-NYQQI,Male,0,Yes,No,17,Yes,No,Yes,Yes,No,No,No,Yes,No,64.8,1175.6,No,DSL,Mailed check,One year
2191,1,1,2,3138-BKYAV,Male,0,No,No,6,Yes,No,No,Yes,No,No,Yes,No,Yes,85.35,489.45,Yes,Fiber optic,Electronic check,Month-to-month
2192,1,1,2,3143-ILDAL,Male,0,No,No,56,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,94.45,5124.6,Yes,Fiber optic,Electronic check,Month-to-month
2193,1,1,2,3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,No,No,No,No,Yes,Yes,No,88.35,1222.8,Yes,Fiber optic,Electronic check,Month-to-month
2194,1,1,1,3144-AUDBS,Female,0,Yes,No,6,Yes,No,No,No,No,Yes,No,No,Yes,49.15,270.8,Yes,DSL,Electronic check,Month-to-month
2195,1,3,2,3144-KMTWZ,Male,0,Yes,No,71,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,93.25,6669.45,No,Fiber optic,Bank transfer (automatic),Month-to-month
2196,2,3,3,3146-JTQHR,Male,0,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,189.45,No,None,Bank transfer (automatic),One year
2197,3,4,1,3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,88.05,6425.65,No,DSL,Credit card (automatic),Two year
2198,3,4,3,3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.95,1718.35,No,None,Credit card (automatic),Two year
2199,1,2,3,3148-BLQJT,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,20.1,Yes,None,Mailed check,Month-to-month
2200,1,1,2,3154-CFSZG,Male,0,Yes,Yes,47,Yes,No,Yes,No,Yes,No,No,Yes,No,90.05,4137.2,No,Fiber optic,Electronic check,Month-to-month
2201,3,3,3,3154-HMWUU,Male,0,Yes,No,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.5,1198.8,No,None,Bank transfer (automatic),Two year
2202,1,2,3,3156-QLHBO,Male,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.25,48.35,No,None,Mailed check,Month-to-month
2203,1,1,2,3158-MOERK,Female,0,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.0,174.8,Yes,Fiber optic,Electronic check,Month-to-month
2204,1,3,1,3160-TYXLT,Male,0,No,No,53,No,No phone service,Yes,Yes,No,No,No,Yes,Yes,46.3,2546.85,No,DSL,Bank transfer (automatic),Month-to-month
2205,1,4,2,3161-GETRM,Male,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.05,3097,No,Fiber optic,Credit card (automatic),Month-to-month
2206,2,3,1,3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,65.85,3928.3,No,DSL,Bank transfer (automatic),One year
2207,2,1,2,3162-KKZXO,Female,1,No,No,55,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.15,5409.75,No,Fiber optic,Electronic check,One year
2208,1,1,2,3162-ZJZFU,Male,0,Yes,Yes,53,Yes,No,No,Yes,No,Yes,Yes,No,Yes,92.55,4779.45,No,Fiber optic,Electronic check,Month-to-month
2209,2,2,1,3164-AALRN,Male,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,70.0,347.4,Yes,DSL,Mailed check,One year
2210,1,1,1,3164-YAXFY,Male,0,No,No,57,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,53.75,3196,No,DSL,Electronic check,Month-to-month
2211,1,2,1,3165-HDOEW,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,45.85,45.85,Yes,DSL,Mailed check,Month-to-month
2212,3,4,1,3166-PNEOF,Female,0,No,No,61,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,86.45,5175.3,No,DSL,Credit card (automatic),Two year
2213,1,1,2,3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,No,Yes,No,No,Yes,Yes,No,101.15,3741.85,No,Fiber optic,Electronic check,Month-to-month
2214,1,3,2,3170-GWYKC,Female,0,No,No,60,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,104.95,6236.75,No,Fiber optic,Bank transfer (automatic),Month-to-month
2215,3,3,3,3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,930.9,No,None,Bank transfer (automatic),Two year
2216,1,2,1,3173-NVMPX,Female,0,Yes,Yes,9,Yes,Yes,No,Yes,No,No,No,No,Yes,55.3,501.2,No,DSL,Mailed check,Month-to-month
2217,3,4,3,3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,1415.85,No,None,Credit card (automatic),Two year
2218,3,4,1,3174-AKMAS,Female,0,Yes,No,46,Yes,No,No,Yes,No,Yes,Yes,No,Yes,64.2,3009.5,No,DSL,Credit card (automatic),Two year
2219,1,1,2,3174-RKMOW,Male,0,Yes,Yes,35,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.95,3782.4,No,Fiber optic,Electronic check,Month-to-month
2220,1,1,2,3177-LASXD,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,71.35,71.35,Yes,Fiber optic,Electronic check,Month-to-month
2221,2,4,3,3178-CIFOT,Female,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.65,478.1,No,None,Credit card (automatic),One year
2222,1,4,2,3178-FESZO,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.25,100.25,Yes,Fiber optic,Credit card (automatic),Month-to-month
2223,1,3,1,3179-GBRWV,Male,1,Yes,No,21,Yes,No,Yes,Yes,No,No,No,Yes,Yes,64.95,1339.8,No,DSL,Bank transfer (automatic),Month-to-month
2224,1,1,3,3181-MIZBN,Male,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,313.4,No,None,Electronic check,Month-to-month
2225,2,3,1,3181-VTHOE,Male,0,Yes,No,70,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,51.05,3635.15,No,DSL,Bank transfer (automatic),One year
2226,3,3,2,3186-AJIEK,Male,0,No,No,66,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,105.65,6844.5,No,Fiber optic,Bank transfer (automatic),Two year
2227,1,1,2,3186-BAXNB,Female,0,No,No,1,Yes,No,No,Yes,No,Yes,Yes,No,No,91.7,91.7,Yes,Fiber optic,Electronic check,Month-to-month
2228,1,2,3,3190-FZATL,Male,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,268.4,No,None,Mailed check,Month-to-month
2229,3,3,3,3190-ITQXP,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,890.35,No,None,Bank transfer (automatic),Two year
2230,2,3,2,3190-XFANI,Male,0,No,Yes,49,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,100.6,5069.65,Yes,Fiber optic,Bank transfer (automatic),One year
2231,1,1,2,3191-CSNMG,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,Yes,No,Yes,80.7,239.45,No,Fiber optic,Electronic check,Month-to-month
2232,1,2,2,3192-LNKRK,Male,0,Yes,Yes,34,Yes,No,No,No,Yes,No,Yes,No,Yes,84.05,2909.95,No,Fiber optic,Mailed check,Month-to-month
2233,3,3,2,3192-NQECA,Male,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.0,7611.85,Yes,Fiber optic,Bank transfer (automatic),Two year
2234,1,3,2,3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,Yes,No,Yes,84.4,4116.15,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2235,1,1,3,3195-TQDZX,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.25,61.45,No,None,Electronic check,Month-to-month
2236,1,2,2,3196-NVXLZ,Female,0,No,No,25,Yes,Yes,No,No,No,No,Yes,No,Yes,84.6,2088.05,No,Fiber optic,Mailed check,Month-to-month
2237,1,2,2,3197-ARFOY,Female,1,No,No,19,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,105.0,2007.25,No,Fiber optic,Mailed check,Month-to-month
2238,3,4,2,3197-NNYNB,Male,0,No,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,105.1,6631.85,No,Fiber optic,Credit card (automatic),Two year
2239,1,3,2,3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,No,No,No,No,No,Yes,Yes,84.75,264.85,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2240,2,1,2,3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,111.25,7511.65,No,Fiber optic,Electronic check,One year
2241,1,1,2,3199-XGZCY,Female,0,No,No,8,Yes,Yes,No,No,No,No,No,No,Yes,75.25,576.7,No,Fiber optic,Electronic check,Month-to-month
2242,3,4,1,3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,70.9,4677.1,No,DSL,Credit card (automatic),Two year
2243,2,4,1,3205-MXZRA,Male,0,No,No,26,Yes,No,No,No,No,Yes,Yes,No,No,59.45,1507,No,DSL,Credit card (automatic),One year
2244,1,3,2,3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,95.25,5427.05,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2245,1,1,2,3208-YPIOE,Male,0,No,No,39,Yes,Yes,No,No,No,No,No,No,No,75.25,3017.65,Yes,Fiber optic,Electronic check,Month-to-month
2246,1,1,1,3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,No,Yes,No,No,No,No,No,54.25,2538.2,No,DSL,Electronic check,Month-to-month
2247,1,2,2,3211-AAPKX,Male,0,No,No,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,98.55,2031.95,No,Fiber optic,Mailed check,Month-to-month
2248,1,3,2,3211-ILJTT,Male,0,Yes,No,17,Yes,No,No,No,No,No,No,No,Yes,70.4,1214.05,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2249,3,3,3,3212-KXOCR,Male,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.0,1107.2,No,None,Bank transfer (automatic),Two year
2250,3,2,3,3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.35, ,No,None,Mailed check,Two year
2251,2,3,2,3214-IYUUQ,Female,0,Yes,No,61,Yes,No,Yes,Yes,No,Yes,No,Yes,No,93.7,5860.7,No,Fiber optic,Bank transfer (automatic),One year
2252,1,4,2,3217-FZDMN,Female,1,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.45,742.95,Yes,Fiber optic,Credit card (automatic),Month-to-month
2253,3,4,1,3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.1,6352.4,No,DSL,Credit card (automatic),Two year
2254,1,4,1,3221-CJMSG,Male,0,No,No,24,Yes,No,No,No,No,Yes,No,No,Yes,51.1,1269.6,No,DSL,Credit card (automatic),Month-to-month
2255,1,1,2,3223-DWFIO,Male,1,No,No,4,Yes,No,No,No,No,No,No,No,No,69.35,261.65,No,Fiber optic,Electronic check,Month-to-month
2256,1,1,2,3223-WZWJM,Male,0,No,No,26,Yes,Yes,No,No,No,No,No,Yes,Yes,83.95,2254.2,Yes,Fiber optic,Electronic check,Month-to-month
2257,2,1,2,3224-DFQNQ,Female,0,Yes,No,66,Yes,Yes,Yes,Yes,No,Yes,No,No,No,89.0,5898.6,No,Fiber optic,Electronic check,One year
2258,3,3,1,3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.55,5963.95,No,DSL,Bank transfer (automatic),Two year
2259,2,3,1,3229-USWAR,Female,0,No,No,34,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.95,2727.3,No,DSL,Bank transfer (automatic),One year
2260,3,2,1,3230-IUALN,Female,0,Yes,Yes,45,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,81.0,3533.6,No,DSL,Mailed check,Two year
2261,3,4,2,3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,99.0,7061.65,No,Fiber optic,Credit card (automatic),Two year
2262,2,4,1,3230-WYKIR,Male,0,No,No,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,82.0,1425.45,Yes,DSL,Credit card (automatic),One year
2263,1,1,1,3234-VKACU,Male,0,No,No,2,Yes,No,No,No,No,Yes,Yes,Yes,No,70.3,132.4,No,DSL,Electronic check,Month-to-month
2264,1,1,2,3235-ETOOB,Male,0,Yes,No,8,Yes,No,Yes,No,No,No,No,No,Yes,74.5,609.9,Yes,Fiber optic,Electronic check,Month-to-month
2265,1,2,1,3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,No,No,No,Yes,No,No,Yes,31.0,95.05,Yes,DSL,Mailed check,Month-to-month
2266,3,1,3,3239-TPHPZ,Female,0,Yes,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,264.55,No,None,Electronic check,Two year
2267,2,2,3,3243-ZHOHY,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,296.15,No,None,Mailed check,One year
2268,3,3,2,3244-CQPHU,Female,1,No,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,110.1,7746.7,No,Fiber optic,Bank transfer (automatic),Two year
2269,1,1,2,3244-DCJWY,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.25,70.25,Yes,Fiber optic,Electronic check,Month-to-month
2270,1,2,3,3247-MHJKM,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.2,20.2,No,None,Mailed check,Month-to-month
2271,1,1,2,3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,No,No,No,No,No,Yes,No,85.55,851.75,Yes,Fiber optic,Electronic check,Month-to-month
2272,3,4,1,3249-VHRIP,Female,0,No,No,62,No,No phone service,No,Yes,Yes,No,No,Yes,Yes,43.6,2748.7,No,DSL,Credit card (automatic),Two year
2273,1,1,2,3249-ZPQRG,Male,0,No,No,4,Yes,Yes,No,Yes,No,No,No,No,No,78.45,330.05,Yes,Fiber optic,Electronic check,Month-to-month
2274,2,3,3,3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.05,1301.9,No,None,Bank transfer (automatic),One year
2275,2,1,2,3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.3,5244.45,No,Fiber optic,Electronic check,One year
2276,1,1,2,3254-YRILK,Male,1,No,No,19,Yes,Yes,No,Yes,No,No,Yes,No,Yes,88.2,1775.8,Yes,Fiber optic,Electronic check,Month-to-month
2277,1,4,1,3255-GRXMG,Male,0,No,Yes,18,Yes,No,No,No,No,No,No,No,Yes,45.65,747.2,No,DSL,Credit card (automatic),Month-to-month
2278,1,4,1,3256-EZDBI,Male,1,Yes,No,51,No,No phone service,No,Yes,No,No,No,No,Yes,29.45,1459.35,No,DSL,Credit card (automatic),Month-to-month
2279,1,4,1,3258-SANFR,Male,1,No,No,6,Yes,No,No,No,No,No,No,No,No,44.7,276.5,No,DSL,Credit card (automatic),Month-to-month
2280,3,3,2,3258-SYSWS,Male,1,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.8,7845.8,No,Fiber optic,Bank transfer (automatic),Two year
2281,3,3,2,3258-ZKPAI,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.6,8337.45,No,Fiber optic,Bank transfer (automatic),Two year
2282,3,3,2,3259-FDWOY,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.0,7723.7,Yes,Fiber optic,Bank transfer (automatic),Two year
2283,3,3,1,3259-KNMRR,Male,1,No,No,57,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,79.75,4438.2,No,DSL,Bank transfer (automatic),Two year
2284,3,1,1,3259-QMXUN,Male,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,86.1,4890.5,No,DSL,Electronic check,Two year
2285,3,3,3,3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.45,1813.35,No,None,Bank transfer (automatic),Two year
2286,3,4,1,3262-EIDHV,Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,84.7,5893.9,No,DSL,Credit card (automatic),Two year
2287,3,2,3,3266-FTKHB,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.15,343.45,No,None,Mailed check,Two year
2288,1,3,2,3269-ATYWD,Male,1,No,No,39,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.65,3759.05,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
2289,1,3,1,3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,No,Yes,No,Yes,No,No,No,56.3,401.5,No,DSL,Bank transfer (automatic),Month-to-month
2290,3,4,3,3274-NSDWE,Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,1441.65,No,None,Credit card (automatic),Two year
2291,2,4,1,3275-RHRNE,Male,0,Yes,Yes,28,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,60.0,1682.05,No,DSL,Credit card (automatic),One year
